crate,config,sha256,fde_source,n_fdes,n_locations,n_strings_emitted,n_relative_relocs,addr_order_strict,gt_present,gt_n_functions,gt_authorship_error,gt_author_crates,gt_mangling,n_rows,n_labeled,n_author,n_dep,n_std,n_workspace
websocat,cgu-16_lto-false_opt-3_panic-unwind,7a9b183198a1cd8f0c21d30c617b6e37e43e031abfaa23b0c09e1be7030e71e0,eh_frame,7401,1581,314,9281,True,True,7401,,['websocat'],v0,7401,7217,1470,2194,3553,0
websocat,cgu-16_lto-thin_opt-3_panic-unwind,64d717d44ef397d70f921331b9e2f6563fb39788fa85a31671a996573861c80b,eh_frame,6863,1552,319,8667,True,True,6863,,['websocat'],v0,6863,6705,1461,1896,3348,0
websocat,cgu-4_lto-false_opt-3_panic-unwind,28ac25ef837c85201285fd9352cc2c19309f321020788968c1505f3d2f10d07a,eh_frame,6785,1542,314,8849,True,True,6785,,['websocat'],v0,6785,6608,1424,1987,3197,0
wormhole-rs,cgu-16_lto-false_opt-3_panic-unwind,e48df47ff4500e2e13b97dcc12546909a577f06f65639ab448ecc64258b85aca,eh_frame,13105,5477,554,25058,True,True,13105,,"['magic_wormhole_cli', 'wormhole_rs']",v0,13105,12592,55,5403,6408,726
wormhole-rs,cgu-16_lto-thin_opt-3_panic-unwind,6cb8062a8cf0b2cb0343edaa985c33287aa32234bfc1371f5898fa7387d97e13,eh_frame,12375,5436,550,24144,True,True,12375,,"['magic_wormhole_cli', 'wormhole_rs']",v0,12375,11911,54,5002,6183,672
wormhole-rs,cgu-4_lto-false_opt-3_panic-unwind,030538c7eb734a29c509502a9d3ad080827f5e0da28787f41b9ccd3fa4c7fa8e,eh_frame,11845,5319,554,24036,True,True,11845,,"['magic_wormhole_cli', 'wormhole_rs']",v0,11845,11370,55,5076,5579,660
xh,cgu-16_lto-false_opt-3_panic-unwind,684a665c6e0600a72e25cbeabe64b233836d8bb45ef9698d6956af83dee218a2,eh_frame,15243,3650,564,34374,True,True,15243,,['xh'],v0,15243,12460,261,6040,6159,0
xh,cgu-16_lto-thin_opt-3_panic-unwind,6ad6e6560de4a81ae9962e842dda2ad6ddb36a3e6addca6949a8f136f955ee35,eh_frame,14354,3614,560,33074,True,True,14354,,['xh'],v0,14354,11617,261,5456,5900,0
xh,cgu-4_lto-false_opt-3_panic-unwind,86ffa875ab658caec872d8902dcbca3adb8e9f6477f497780f932f70b171ecfa,eh_frame,13788,3572,564,33158,True,True,13788,,['xh'],v0,13788,11054,246,5580,5228,0
xsv,cgu-16_lto-false_opt-3_panic-unwind,f11c11e7b6edba39b73cb52e4a0a62b7e30b1ebe7c277ef33efdf8fb17fa86fb,eh_frame,2793,1133,178,7515,True,True,2793,,['xsv'],v0,2793,2662,101,626,1935,0
xsv,cgu-16_lto-thin_opt-3_panic-unwind,7092204bd13ae518b64c878e3c7440e408375d06eb4680ba5b19eacd4bddd5d4,eh_frame,2617,1100,177,7358,True,True,2617,,['xsv'],v0,2617,2510,102,585,1823,0
xsv,cgu-4_lto-false_opt-3_panic-unwind,b44cac7d9fa864411011b24adae71f1aa78c55d575a22437a8c3852147d17a91,eh_frame,2571,1041,177,7355,True,True,2571,,['xsv'],v0,2571,2447,94,583,1770,0
zellij,cgu-16_lto-false_opt-3_panic-unwind,7d8582c819b38a57763959adefe3c4de272047d83608d9440ea2bb03cac41732,eh_frame,50113,7622,913,65938,True,True,50113,,['zellij'],legacy,50113,32038,22,13360,15128,3528
zellij,cgu-16_lto-thin_opt-3_panic-unwind,1b06f105b6394e974413339fcb091a281fc28431d42e5e674e87cbf437aee7d7,eh_frame,48448,7563,908,63183,True,True,48448,,['zellij'],legacy,48448,30513,22,12342,14687,3462
zoxide,cgu-16_lto-false_opt-3_panic-unwind,9124c21c30ab6139bc258fa6e135602db8e3df201e4707d7c6d40860da45af2c,eh_frame,2115,464,118,2356,True,True,2115,,['zoxide'],v0,2115,2000,63,608,1329,0
zoxide,cgu-16_lto-thin_opt-3_panic-unwind,5700d4b07db404f1c54fed976fdf2b8f75309da5b1a59992b516c54c1ea292b8,eh_frame,1928,456,117,2237,True,True,1928,,['zoxide'],v0,1928,1833,65,571,1197,0
zoxide,cgu-4_lto-false_opt-3_panic-unwind,27f61c59125951741b19cfd7b070e1500fb945b08d452f0c90f3fd7c9a3813b9,eh_frame,1909,458,118,1976,True,True,1909,,['zoxide'],v0,1909,1796,59,528,1209,0
